NAME,FAILDATE,QBFASSET,QBFDEP,CITY,PSTALP,COST,RESTYPE
CITIZENS NATIONAL BANK,10/30/2009,118236,97590,TEAGUE,TX,5846,FAILURE
PACIFIC NATIONAL BANK,10/30/2009,2319263,1757986,SAN FRANCISCO,CA,58567,FAILURE
"BANK USA, NA",10/30/2009,213205,170685,PHOENIX,AZ,11741,FAILURE
MADISONVILLE STATE BANK,10/30/2009,256330,224653,MADISONVILLE,TX,0,FAILURE
CALIFORNIA NATIONAL BANK,10/30/2009,7781100,6145207,LOS ANGELES,CA,182213,FAILURE
COMMUNITY BANK OF LEMONT,10/30/2009,81843,80688,LEMONT,IL,25945,FAILURE
GATEWAY BANK OF ST LOUIS,11/6/2009,26882,27534,ST LOUIS,MO,11648,FAILURE
PROVIDENCE BANK,1/17/1942,,754,SCRANTON,PA,,FAILURE
UNITED SECURITY BANK,11/6/2009,153639,149616,SPARTA,GA,60895,FAILURE
HOME FEDERAL SAVINGS BANK,11/6/2009,12994,12730,DETROIT,MI,8612,FAILURE
UNITED COMMERCIAL BANK,11/6/2009,10895336,7653666,SAN FRANCISCO,CA,572640,FAILURE
PROSPERAN BANK,11/6/2009,197442,182794,OAKDALE,MN,31685,FAILURE
ORION BANK,11/13/2009,2612515,2169446,NAPLES,FL,713129,FAILURE
"CENTURY BANK, A FEDERAL SAVINGS BANK",11/13/2009,755923,659742,SARASOTA,FL,306877,FAILURE
PACIFIC COAST NATIONAL BANK,11/13/2009,131418,128867,SAN CLEMENTE,CA,33470,FAILURE
COMMERCE BANK OF SOUTHWEST FLORIDA,11/20/2009,70997,72821,FORT MYERS,FL,32236,FAILURE
BENCHMARK BANK,12/4/2009,173062,182760,AURORA,IL,79321,FAILURE
THE TATNALL BANK,12/4/2009,49612,47100,REIDSVILLE,GA,14705,FAILURE
PALISADE STATE BANK,1/21/1942,91,88,PALISADE,MN,,FAILURE
FIRST SECURITY NATIONAL BANK,12/4/2009,127455,121645,NORCROSS,GA,34282,FAILURE
AMTRUST BANK,12/4/2009,11438990,8558609,CLEVELAND,OH,1686815,FAILURE
GREATER ATLANTIC BANK,12/4/2009,203262,179248,RESTON,VA,26610,FAILURE
THE BUCKHEAD COMMUNITY BANK,12/4/2009,856236,813668,ATLANTA,GA,310552,FAILURE
SOLUTIONSBANK,12/11/2009,511103,421271,OVERLAND PARK,KS,93393,FAILURE
"REPUBLIC FEDERAL BANK, N.A.",12/11/2009,433011,352695,MIAMI,FL,77977,FAILURE
"VALLEY CAPITAL BANK, N.A.",12/11/2009,40270,41312,MESA,AZ,15047,FAILURE
CITIZENS STATE BANK,12/18/2009,168551,157149,NEW BALTIMORE,MI,68171,FAILURE
IMPERIAL CAPITAL BANK,12/18/2009,4046888,2822300,LA JOLLA,CA,266543,FAILURE
INDEPENDENT BANKERS' BANK,12/18/2009,585508,511473,SPRINGFIELD,IL,0,FAILURE
THE LOUISA NATIONAL BANK,1/31/1942,,477,LOUISA,KY,,FAILURE
"FIRST FEDERAL BANK OF CALIFORNIA,  A FEDERAL SAVINGS BANK",12/18/2009,6143903,4538607,SANTA MONICA,CA,0,FAILURE
PEOPLES FIRST COMMUNITY BANK,12/18/2009,1795420,1684443,PANAMA CITY,FL,597058,FAILURE
NEW SOUTH FEDERAL SAVINGS BANK,12/18/2009,1464127,1163916,IRONDALE,AL,311641,FAILURE
ROCKBRIDGE COMMERCIAL BANK,12/18/2009,294024,291707,ATLANTA,GA,98837,FAILURE
HORIZON BANK,1/8/2010,1188956,1049063,BELLINGHAM,WA,205488,FAILURE
BARNES BANKING COMPANY,1/15/2010,709171,697109,KAYSVILLE,UT,106769,FAILURE
ST. STEPHEN STATE BANK,1/15/2010,22895,23912,ST. STEPHEN,MN,7707,FAILURE
TOWN COMMUNITY BANK AND TRUST,1/15/2010,70758,68323,ANTIOCH,IL,23289,FAILURE
BANK OF LEETON,1/22/2010,20128,20335,LEETON,MO,7092,FAILURE
EVERGREEN BANK,1/22/2010,395980,340378,SEATTLE,WA,43422,FAILURE
BANK OF DRAPER,2/6/1942,129,83,DRAPER,NC,,FAILURE
COLUMBIA RIVER BANK,1/22/2010,955112,908132,THE DALLES,OR,54899,FAILURE
CHARTER BANK,1/22/2010,1201922,859933,SANTA FE,NM,127197,FAILURE
PREMIER AMERICAN BANK,1/22/2010,299225,285554,MIAMI,FL,84454,FAILURE
FLORIDA COMMUNITY BANK,1/29/2010,835701,776556,IMMOKALEE,FL,308984,FAILURE
COMMUNITY BANK & TRUST,1/29/2010,1181717,1067957,CORNELIA,GA,477153,FAILURE
"MARSHALL BANK, NATIONAL ASSOCIATION",1/29/2010,58566,55662,HALLOCK,MN,1063,FAILURE
FIRST NATIONAL BANK OF GEORGIA,1/29/2010,840633,780196,CARROLLTON,GA,203881,FAILURE
AMERICAN MARINE BANK,1/29/2010,329246,287443,BAINBRIDGE ISLAND,WA,28352,FAILURE
FIRST REGIONAL BANK,1/29/2010,2082684,1664450,LOS ANGELES,CA,224134,FAILURE
1ST AMERICAN STATE BANK OF MINNESOTA,2/5/2010,18155,16327,HANCOCK,MN,4521,FAILURE
THE HADDONFIELD NATIONAL BANK,2/28/1942,,2662,HADDONFIELD,NJ,,FAILURE
THE LA COSTE NATIONAL BANK,2/19/2010,53936,49275,LA COSTE,TX,5709,FAILURE
GEORGE WASHINGTON SAVINGS BANK,2/19/2010,413673,395310,ORLAND PARK,IL,118852,FAILURE
"LA JOLLA BANK, FSB",2/19/2010,3646071,2799362,LA JOLLA,CA,560147,FAILURE
MARCO COMMUNITY BANK,2/19/2010,119578,117097,MARCO ISLAND,FL,25614,FAILURE
RAINIER PACIFIC BANK,2/26/2010,717806,446192,TACOMA,WA,2752,FAILURE
CARSON RIVER COMMUNITY BANK,2/26/2010,51095,50024,CARSON CITY,NV,14451,FAILURE
BANK OF ILLINOIS,3/5/2010,211711,198487,NORMAL,IL,18737,FAILURE
SUN AMERICAN BANK,3/5/2010,535724,443481,BOCA RATON,FL,122301,FAILURE
CENTENNIAL BANK,3/5/2010,212839,205076,OGDEN,UT,70515,FAILURE
WATERFIELD BANK,3/5/2010,155566,156188,GERMANTOWN,MD,11322,FAILURE
THE CITIZENS NATIONAL BANK OF FREEPORT,3/7/1942,,1279,FREEPORT,NY,,FAILURE
LIBERTYPOINTE BANK,3/11/2010,216500,209477,NEW YORK,NY,18407,FAILURE
THE PARK AVENUE BANK,3/12/2010,520146,494505,NEW YORK,NY,76368,FAILURE
STATEWIDE BANK,3/12/2010,243215,207821,COVINGTON,LA,26124,FAILURE
OLD SOUTHERN BANK,3/12/2010,336390,319746,ORLANDO,FL,76501,FAILURE
STATE BANK OF AURORA,3/19/2010,28159,27801,AURORA,MN,7026,FAILURE
BANK OF HIAWASSEE,3/19/2010,377779,339597,HIAWASSEE,GA,107263,FAILURE
AMERICAN NATIONAL BANK,3/19/2010,70318,66752,PARMA,OH,14960,FAILURE
FIRST LOWNDES BANK,3/19/2010,137175,131117,FORT DEPOSIT,AL,11725,FAILURE
ADVANTA BANK CORP.,3/19/2010,1525931,1519471,DRAPER,UT,521525,FAILURE
APPALACHIAN COMMUNITY BANK,3/19/2010,1010075,917575,ELLIJAY,GA,456455,FAILURE
THE FIRST NATIONAL BANK OF WEATHERLY,3/14/1942,,521,WEATHERLY,PA,,FAILURE
CENTURY SECURITY BANK,3/19/2010,96535,93967,DULUTH,GA,37707,FAILURE
UNITY NATIONAL BANK,3/26/2010,300590,264286,CARTERSVILLE,GA,73589,FAILURE
KEY WEST BANK,3/26/2010,88031,67662,KEY WEST,FL,16210,FAILURE
DESERT HILLS BANK,3/26/2010,496552,426473,PHOENIX,AZ,108862,FAILURE
MCINTOSH COMMERCIAL BANK,3/26/2010,363405,343339,CARROLLTON,GA,164026,FAILURE
BEACH FIRST NATIONAL BANK,4/9/2010,590024,521138,MYRTLE BEACH,SC,164585,FAILURE
CITY BANK,4/16/2010,981913,919606,LYNNWOOD,WA,154993,FAILURE
INNOVATIVE BANK,4/16/2010,266816,223164,OAKLAND,CA,22715,FAILURE
RIVERSIDE NATIONAL BANK OF FLORIDA,4/16/2010,3393818,2724475,FORT PIERCE,FL,0,FAILURE
BUTLER BANK,4/16/2010,245534,227420,LOWELL,MA,18261,FAILURE
FLORAL PARK BANK  AND TRUST COMPANY,3/28/1942,,1999,FLORAL PARK,NY,,FAILURE
FIRST FEDERAL BANK OF NORTH FLORIDA,4/16/2010,440122,369617,PALATKA,FL,11969,FAILURE
TAMALPAIS BANK,4/16/2010,611504,457206,SAN RAFAEL,CA,0,FAILURE
LAKESIDE COMMUNITY BANK,4/16/2010,49173,48622,STERLING HEIGHTS,MI,20977,FAILURE
AMERICANFIRST BANK,4/16/2010,104034,100070,CLERMONT,FL,16404,FAILURE
"AMCORE BANK, NATIONAL ASSOCIATION",4/23/2010,3066240,2743485,ROCKFORD,IL,11098,FAILURE
PEOTONE BANK AND TRUST COMPANY,4/23/2010,130165,124676,PEOTONE,IL,45596,FAILURE
BROADWAY BANK,4/23/2010,1059194,1023421,CHICAGO,IL,377438,FAILURE
LINCOLN PARK SAVINGS BANK,4/23/2010,194618,162627,CHICAGO,IL,37917,FAILURE
CITIZENS BANK & TRUST COMPANY OF CHICAGO,4/23/2010,73490,72772,CHICAGO,IL,41327,FAILURE
NEW CENTURY BANK,4/23/2010,447239,438999,CHICAGO,IL,132056,FAILURE
BANK OF MALONE,3/31/1942,149,140,MALONE,FL,,FAILURE
WHEATLAND BANK,4/23/2010,441694,448917,NAPERVILLE,IL,189658,FAILURE
BC NATIONAL BANKS,4/30/2010,52204,43635,BUTLER,MO,8620,FAILURE
FRONTIER BANK,4/30/2010,3250734,2846886,EVERETT,WA,453920,FAILURE
EUROBANK,4/30/2010,2453138,1861350,SAN JUAN,PR,539124,FAILURE
CF BANCORP,4/30/2010,1599122,1418445,PORT HURON,MI,340615,FAILURE
WESTERNBANK PUERTO RICO,4/30/2010,10797345,8420357,MAYAGUEZ,PR,2174156,FAILURE
R-G PREMIER BANK OF PUERTO RICO,4/30/2010,5681177,4220108,HATO REY,PR,978974,FAILURE
CHAMPION BANK,4/30/2010,195510,162816,CREVE COEUR,MO,57091,FAILURE
THE BANK OF BONIFAY,5/7/2010,242871,230190,BONIFAY,FL,65887,FAILURE
ACCESS BANK,5/7/2010,31996,31969,CHAMPLIN,MN,7916,FAILURE
PEOPLES BANK,2/5/1936,186,143,COLE CAMP,MO,,FAILURE
THE EMMAUS NATIONAL BANK,4/25/1942,,1399,EMMAUS,PA,,FAILURE
1st PACIFIC BANK OF CALIFORNIA,5/7/2010,335798,291173,SAN DIEGO,CA,6342,FAILURE
TOWNE BANK OF ARIZONA,5/7/2010,120246,113243,MESA,AZ,44322,FAILURE
MIDWEST BANK AND TRUST COMPANY,5/14/2010,3172915,2420738,ELMWOOD PARK,IL,0,FAILURE
SOUTHWEST COMMUNITY BANK,5/14/2010,100659,102463,SPRINGFIELD,MO,25580,FAILURE
SATILLA COMMUNITY BANK,5/14/2010,135688,134005,SAINT MARYS,GA,36321,FAILURE
NEW LIBERTY BANK,5/14/2010,111239,101884,PLYMOUTH,MI,23558,FAILURE
PINEHURST BANK,5/21/2010,61215,58288,ST. PAUL,MN,8410,FAILURE
SUN WEST BANK,5/28/2010,360662,353943,LAS VEGAS,NV,115960,FAILURE
BANK OF FLORIDA - SOUTHWEST,5/28/2010,640894,559897,NAPLES,FL,87638,FAILURE
"GRANITE COMMUNITY BANK, NATIONAL ASSOCIATION",5/28/2010,102913,94252,GRANITE BAY,CA,13175,FAILURE
THE FIRST NAT BK & TR CO. OF DALLASTOWN,6/20/1942,,1351,DALLASTOWN,PA,,FAILURE
BANK OF FLORIDA - SOUTHEAST,5/28/2010,595318,531752,FORT LAUDERDALE,FL,60470,FAILURE
BANK OF FLORIDA - TAMPA BAY,5/28/2010,240513,224024,TAMPA BAY,FL,30582,FAILURE
FIRST NATIONAL BANK,6/4/2010,60449,63483,ROSEDALE,MS,18085,FAILURE
TIERONE BANK,6/4/2010,2824737,2185817,LINCOLN,NE,0,FAILURE
ARCOLA HOMESTEAD SAVINGS BANK,6/4/2010,17028,18092,ARCOLA,IL,11534,FAILURE
WASHINGTON FIRST INTERNATIONAL BANK,6/11/2010,520887,441362,SEATTLE,WA,95151,FAILURE
NEVADA SECURITY BANK,6/18/2010,492491,479759,RENO,NV,70039,FAILURE
PENINSULA BANK,6/25/2010,630179,580140,ENGLEWOOD,FL,184045,FAILURE
FIRST NATIONAL BANK,6/25/2010,252520,231857,SAVANNAH,GA,78167,FAILURE
HIGH DESERT STATE BANK,6/25/2010,80343,80985,ALBUQUERQUE,NM,28392,FAILURE
FARMER'S AND MERCHANT'S BANK,7/6/1942,395,325,COCHRANE,WI,,FAILURE
HOME NATIONAL BANK,7/9/2010,585445,514038,BLACKWELL,OK,65822,FAILURE
IDEAL FEDERAL SAVINGS BANK,7/9/2010,6177,5803,BALTIMORE,MD,3694,FAILURE
BAY NATIONAL BANK,7/9/2010,217743,212612,BALTIMORE,MD,21144,FAILURE
USA BANK,7/9/2010,190678,188644,PORT CHESTER,NY,63537,FAILURE
METRO BANK OF DADE COUNTY,7/16/2010,399441,375522,MIAMI,FL,64179,FAILURE
"MAINSTREET SAVINGS BANK, FSB",7/16/2010,96584,63291,HASTINGS,MI,12789,FAILURE
OLDE CYPRESS COMMUNITY BANK,7/16/2010,161355,157997,CLEWISTON,FL,25533,FAILURE
TURNBERRY BANK,7/16/2010,240251,179169,AVENTURA,FL,28658,FAILURE
WOODLANDS BANK,7/16/2010,382803,364808,BLUFFTON,SC,107349,FAILURE
FIRST NATIONAL BANK OF THE SOUTH,7/16/2010,619374,550891,SPARTANBURG,SC,68274,FAILURE
THE FIRST NATIONAL BANK OF LEHIGHTON,8/1/1942,,1834,LEHIGHTON,PA,,FAILURE
THUNDER BANK,7/23/2010,28248,27048,SYLVAN GROVE,KS,6651,FAILURE
WILLIAMSBURG FIRST NATIONAL BANK,7/23/2010,130411,126993,KINGSTREE,SC,2425,FAILURE
HOME VALLEY BANK,7/23/2010,250488,227935,CAVE JUNCTION,OR,28068,FAILURE
CRESCENT BANK AND TRUST COMPANY,7/23/2010,970235,932809,JASPER,GA,303698,FAILURE
STERLING BANK,7/23/2010,354966,329541,LANTANA,FL,41792,FAILURE
COMMUNITY SECURITY BANK,7/23/2010,100649,95100,NEW PRAGUE,MN,18495,FAILURE
SOUTHWESTUSA BANK,7/23/2010,203690,183985,LAS VEGAS,NV,86297,FAILURE
COASTAL COMMUNITY BANK,7/30/2010,377469,370016,PANAMA CITY BEACH,FL,116866,FAILURE
THE COWLITZ BANK,7/30/2010,489019,474742,LONGVIEW,WA,31361,FAILURE
LIBERTYBANK,7/30/2010,714574,692670,EUGENE,OR,50954,FAILURE
CITIZENS NAT BK & TR CO. OF LEHIGHTON,8/1/1942,,1104,LEHIGHTON,PA,,FAILURE
NORTHWEST BANK & TRUST,7/30/2010,160763,155531,ACWORTH,GA,33627,FAILURE
BAYSIDE SAVINGS BANK,7/30/2010,64344,52720,PORT SAINT JOE,FL,12479,FAILURE
RAVENSWOOD BANK,8/6/2010,264628,269448,CHICAGO,IL,67728,FAILURE
PALOS BANK AND TRUST COMPANY,8/13/2010,493391,467784,PALOS HEIGHTS,IL,66962,FAILURE
SHOREBANK,8/20/2010,2166431,1547403,CHICAGO,IL,525962,FAILURE
COMMUNITY NATIONAL BANK AT BARTOW,8/20/2010,67918,63708,BARTOW,FL,9170,FAILURE
PACIFIC STATE BANK,8/20/2010,312077,278832,STOCKTON,CA,34038,FAILURE
SONOMA VALLEY BANK,8/20/2010,337113,255501,SONOMA,CA,10285,FAILURE
INDEPENDENT NATIONAL BANK,8/20/2010,156218,141877,OCALA,FL,11982,FAILURE
IMPERIAL SAVINGS AND LOAN ASSOCIATION,8/20/2010,9448,10090,MARTINSVILLE,VA,4746,FAILURE
THE HARNEY COUNTY NATIONAL BANK OF BURNS,8/29/1942,,1114,BURNS,OR,,FAILURE
LOS PADRES BANK,8/20/2010,866459,770899,SOLVANG,CA,3434,FAILURE
BUTTE COMMUNITY BANK,8/20/2010,498751,471256,CHICO,CA,1663,FAILURE
HORIZON BANK,9/10/2010,187819,164594,BRADENTON,FL,61295,FAILURE
THE PEOPLES BANK,9/17/2010,447185,398181,WINDER,GA,101852,FAILURE
BRAMBLE SAVINGS BANK,9/17/2010,47523,41551,MILFORD,OH,17928,FAILURE
MARITIME SAVINGS BANK,9/17/2010,350488,248134,WEST ALLIS,WI,88384,FAILURE
ISN BANK,9/17/2010,81564,79652,CHERRY HILL,NJ,18856,FAILURE
FIRST COMMERCE COMMUNITY BANK,9/17/2010,248151,242831,DOUGLASVILLE,GA,101039,FAILURE
THE BANK OF ELLIJAY,9/17/2010,168820,160718,ELLIJAY,GA,79709,FAILURE
NORTH COUNTY BANK,9/24/2010,288776,276081,ARLINGTON,WA,70800,FAILURE
MERCHANTS BANKING TRUST COMPANY,9/12/1942,,859,MAHANOY,PA,,FAILURE
HAVEN TRUST BANK FLORIDA,9/24/2010,148575,133561,PONTE VEDRA BEACH,FL,34827,FAILURE
WAKULLA BANK,10/1/2010,402205,367228,CRAWFORDVILLE,FL,119933,FAILURE
SHORELINE BANK,10/1/2010,92980,90644,SHORELINE,WA,23478,FAILURE
"SECURITY SAVINGS BANK, F.S.B.",10/15/2010,453349,347080,OLATHE,KS,53100,FAILURE
PREMIER BANK,10/15/2010,989382,869367,JEFFERSON CITY,MO,308543,FAILURE
WESTBRIDGE BANK AND TRUST COMPANY,10/15/2010,87782,70131,CHESTERFIELD,MO,22436,FAILURE
THE FIRST NATIONAL BANK OF BARNESVILLE,10/22/2010,126622,122880,BARNESVILLE,GA,46897,FAILURE
FIRST SUBURBAN NATIONAL BANK,10/22/2010,143451,135475,MAYWOOD,IL,44303,FAILURE
HILLCREST BANK,10/22/2010,1583611,1488785,OVERLAND PARK,KS,275262,FAILURE
FIRST BANK OF JACKSONVILLE,10/22/2010,73922,72198,JACKSONVILLE,FL,14277,FAILURE
FARMERS BANK,10/2/1942,580,537,LONE ROCK,WI,,FAILURE
PROGRESS BANK OF FLORIDA,10/22/2010,94823,86861,TAMPA,FL,34562,FAILURE
"FIRST ARIZONA SAVINGS, A FSB",10/22/2010,255920,190615,SCOTTSDALE,AZ,26776,FAILURE
THE GORDON BANK,10/22/2010,29259,26867,GORDON,GA,10354,FAILURE
K BANK,11/5/2010,538258,500056,RANDALLSTOWN,MD,136316,FAILURE
PIERCE COMMERCIAL BANK,11/5/2010,221082,193473,TACOMA,WA,26754,FAILURE
FIRST VIETNAMESE AMERICAN BANK,11/5/2010,48000,47012,WESTMINSTER,CA,14264,FAILURE
WESTERN COMMERCIAL BANK,11/5/2010,98635,101127,WOODLAND HILLS,CA,16943,FAILURE
DARBY BANK & TRUST COMPANY,11/12/2010,654714,587626,VIDALIA,GA,125908,FAILURE
COPPER STAR BANK,11/12/2010,203955,190182,SCOTTSDALE,AZ,52561,FAILURE
TIFTON BANKING COMPANY,11/12/2010,143729,141573,TIFTON,GA,21383,FAILURE
THE FARMERS NATIONAL BANK OF SELINSGROVE,10/17/1942,,719,SELINSGROVE,PA,,FAILURE
FIRST BANKING CENTER,11/19/2010,750724,664752,BURLINGTON,WI,86071,FAILURE
GULF STATE COMMUNITY BANK,11/19/2010,112144,112193,CARRABELLE,FL,44443,FAILURE
ALLEGIANCE BANK OF NORTH AMERICA,11/19/2010,106595,91996,BALA CYNWYD,PA,12652,FAILURE
PARAMOUNT BANK,12/10/2010,252744,213550,FARMINGTON HILLS,MI,68586,FAILURE
EARTHSTAR BANK,12/10/2010,112643,104505,SOUTHAMPTON,PA,22495,FAILURE
THE BANK OF MIAMI,12/17/2010,448150,374218,CORAL GABLES,FL,28965,FAILURE
COMMUNITY NATIONAL BANK,12/17/2010,31569,28844,LINO LAKES,MN,5827,FAILURE
CHESTATEE STATE BANK,12/17/2010,244376,240476,DAWSONVILLE,GA,83075,FAILURE
UNITED AMERICAS BANK,12/17/2010,242339,193803,ATLANTA,GA,96415,FAILURE
FIRST SOUTHERN BANK,12/17/2010,191764,155803,BATESVILLE,AR,24771,FAILURE
THE CITIZENS BANK OF LIBERTY,11/18/1942,258,206,LIBERTY,MO,,FAILURE
"APPALACIAN COMMUNITY BANK, F.S.B.",12/17/2010,68201,76360,MCCAYSVILLE,GA,28452,FAILURE
FIRST COMMERCIAL BANK OF FLORIDA,1/7/2011,578638,537223,ORLANDO,FL,88904,FAILURE
LEGACY BANK,1/7/2011,136446,119685,SCOTTSDALE,AZ,32224,FAILURE
OGLETHORPE BANK,1/14/2011,211149,201369,BRUNSWICK,GA,84066,FAILURE
ENTERPRISE BANKING COMPANY,1/21/2011,99461,94591,MCDONOUGH,GA,43538,FAILURE
UNITED WESTERN BANK,1/21/2011,2153690,1535194,DENVER,CO,133359,FAILURE
THE BANK OF ASHEVILLE,1/21/2011,204925,199394,ASHEVILLE,NC,43945,FAILURE
COMMUNITYSOUTH BANK AND TRUST,1/21/2011,340986,314250,EASLEY,SC,45189,FAILURE
THE FIRST STATE BANK,1/28/2011,44546,41204,CAMARGO,OK,33590,FAILURE
EVERGREEN STATE BANK,1/28/2011,240949,193694,STOUGHTON,WI,28060,FAILURE
FARMERS & MECHANICS BANK,2/15/1936,,3734,ANN ARBOR,MI,,FAILURE
GUARANTEE TR & SAFE DEP. CO.-MT.CARMEL,11/28/1942,,1123,MT. CARMEL,PA,,FAILURE
FIRST COMMUNITY BANK,1/28/2011,2188154,1847851,TAOS,NM,230712,FAILURE
FIRSTIER BANK,1/28/2011,764090,718797,LOUISVILLE,CO,232851,FAILURE
NORTH GEORGIA BANK,2/4/2011,153172,139672,WATKINSVILLE,GA,48161,FAILURE
AMERICAN TRUST BANK,2/4/2011,238205,222161,ROSWELL,GA,69323,FAILURE
COMMUNITY FIRST BANK - CHICAGO,2/4/2011,51083,49504,CHICAGO,IL,10213,FAILURE
BADGER STATE BANK,2/11/2011,83828,78549,CASSVILLE,WI,19454,FAILURE
PEOPLES STATE BANK,2/11/2011,390524,389868,HAMTRAMCK,MI,103057,FAILURE
CANYON NATIONAL BANK,2/11/2011,210859,205285,PALM SPRINGS,CA,15617,FAILURE
SUNSHINE STATE COMMUNITY BANK,2/11/2011,125531,116715,PORT ORANGE,FL,32294,FAILURE
HABERSHAM BANK,2/18/2011,387681,339934,CLARKESVILLE,GA,119370,FAILURE
THE POULTNEY NATIONAL BANK,3/17/1943,919,862,POULTNEY,VT,,FAILURE
CITIZENS BANK OF EFFINGHAM,2/18/2011,214275,206490,SPRINGFIELD,GA,48229,FAILURE
"SAN LUIS TRUST BANK, FSB",2/18/2011,332596,272216,SAN LUIS OBISPO,CA,72906,FAILURE
CHARTER OAK BANK,2/18/2011,120833,105309,NAPA,CA,20076,FAILURE
VALLEY COMMUNITY BANK,2/25/2011,123774,124179,ST. CHARLES,IL,28270,FAILURE
THE FIRST NATIONAL BANK OF DAVIS,3/11/2011,90183,68331,DAVIS,OK,29846,FAILURE
LEGACY BANK,3/11/2011,190418,183309,MILWAUKEE,WI,73718,FAILURE
THE BANK OF COMMERCE,3/25/2011,163074,161379,WOOD DALE,IL,44142,FAILURE
WESTERN SPRINGS NATIONAL BANK AND TRUST,4/8/2011,186677,182441,WESTERN SPRINGS,IL,38047,FAILURE
NEVADA COMMERCE BANK,4/8/2011,135064,128573,LAS VEGAS,NV,38492,FAILURE
HERITAGE BANKING GROUP,4/15/2011,228328,205035,CARTHAGE,MS,37841,FAILURE
BANK OF BLACK MOUNTAIN,3/18/1943,855,767,BLACK MOUTAIN,NC,,FAILURE
SUPERIOR BANK,4/15/2011,2977290,2736201,BIRMINGHAM,AL,281381,FAILURE
NEXITY BANK,4/15/2011,757574,611681,BIRMINGHAM,AL,182002,FAILURE
BARTOW COUNTY BANK,4/15/2011,314019,290005,CARTERSVILLE,GA,83037,FAILURE
ROSEMOUNT NATIONAL BANK,4/15/2011,21454,20980,ROSEMOUNT,MN,5398,FAILURE
NEW HORIZONS BANK,4/15/2011,103055,99022,EAST ELLIJAY,GA,34708,FAILURE
THE PARK AVENUE BANK,4/29/2011,849409,724483,VALDOSTA,GA,212045,FAILURE
FIRST NATIONAL BANK OF CENTRAL FLORIDA,4/29/2011,342079,308784,WINTER PARK,FL,42899,FAILURE
COMMUNITY CENTRAL BANK,4/29/2011,451683,371494,MOUNT CLEMENS,MI,98636,FAILURE
CORTEZ COMMUNITY  BANK,4/29/2011,66282,65439,BROOKSVILLE,FL,17194,FAILURE
FIRST CHOICE COMMUNITY BANK,4/29/2011,291196,294769,DALLAS,GA,105180,FAILURE
FARMERS STATE BANK OF CULLOM,4/2/1943,439,474,CULLOM,IL,,FAILURE
COASTAL BANK,5/6/2011,129429,123950,COCOA BEACH,FL,18527,FAILURE
SUMMIT BANK,5/20/2011,142729,131631,BURLINGTON,WA,24195,FAILURE
ATLANTIC SOUTHERN BANK,5/20/2011,741855,707643,MACON,GA,280971,FAILURE
FIRST GEORGIA BANKING COMPANY,5/20/2011,730981,702231,FRANKLIN,GA,134595,FAILURE
FIRST HERITAGE BANK,5/27/2011,173478,163303,SNOHOMISH,WA,33596,FAILURE
ATLANTIC BANK AND TRUST,6/3/2011,208204,191614,CHARLESTON,SC,31204,FAILURE
MCINTOSH STATE BANK,6/17/2011,339929,324403,JACKSON,GA,75418,FAILURE
FIRST COMMERCIAL BANK OF TAMPA BAY,6/17/2011,98624,92641,TAMPA,FL,33477,FAILURE
MOUNTAIN HERITAGE BANK,6/24/2011,103716,89554,CLAYTON,GA,34480,FAILURE
FIRST CHICAGO BANK & TRUST,7/8/2011,896864,830530,CHICAGO,IL,192899,FAILURE
THE JEFFERSON COUNTY NAT BK -WATERTOWN,9/25/1943,6677,5898,WATERTOWN,NY,,FAILURE
COLORADO CAPITAL BANK,7/8/2011,665806,635202,CASTLE ROCK,CO,254944,FAILURE
SIGNATURE  BANK,7/8/2011,62518,60349,WINDSOR,CO,23311,FAILURE
HIGH TRUST BANK,7/15/2011,180340,177221,STOCKBRIDGE,GA,70772,FAILURE
FIRST PEOPLES BANK,7/15/2011,225035,207621,PORT SAINT LUCIE,FL,13110,FAILURE
SUMMIT BANK,7/15/2011,73066,67471,PRESCOTT,AZ,14868,FAILURE
ONE GEORGIA BANK,7/15/2011,177715,158123,ATLANTA,GA,40555,FAILURE
BANK OF CHOICE,7/22/2011,954106,818670,GREELEY,CO,135593,FAILURE
LANDMARK BANK OF FLORIDA,7/22/2011,266482,244362,SARASOTA,FL,37389,FAILURE
SOUTHSHORE COMMUNITY BANK,7/22/2011,41252,41434,APOLLO BEACH,FL,11403,FAILURE
INTEGRA BANK NATIONAL ASSOCIATION,7/29/2011,1994430,1693592,EVANSVILLE,IN,26334,FAILURE
FIRST NATIONAL BK & TR CO. OF EASTON,12/10/1943,5169,4171,EASTON,PA,,FAILURE
"BANKMERIDIAN, N.A.",7/29/2011,232648,209737,COLUMBIA,SC,49181,FAILURE
VIRGINIA BUSINESS BANK,7/29/2011,83493,72955,RICHMOND,VA,19851,FAILURE
BANK OF WHITMAN,8/5/2011,548570,515732,COLFAX,WA,100914,FAILURE
BANK OF SHOREWOOD,8/5/2011,110723,104021,SHOREWOOD,IL,29378,FAILURE
THE FIRST NATIONAL BANK OF OLATHE,8/12/2011,538091,524290,OLATHE,KS,103328,FAILURE
PUBLIC SAVINGS BANK,8/18/2011,46818,45770,HUNTINGDON VALLEY,PA,15828,FAILURE
LYDIAN PRIVATE BANK,8/19/2011,1700117,1253835,PALM BEACH,FL,183624,FAILURE
FIRST CHOICE BANK,8/19/2011,141016,137215,GENEVA,IL,34064,FAILURE
